user_key	month_day	day	step_num	kcal	km	time	speed
user_30	27	SUN	16483	329.66	8.2415	15:33:33	7.8
user_21	21	MON	13502	270.04	6.751	08:24:17	6.4
user_73	31	THR	14583	291.66	7.2915	10:59:57	6.8
user_70	27	SUN	8601	172.02	4.3005	20:38:33	5.8
user_45	24	THR	2056	41.12	1.028	04:56:04	5.1
user_55	29	TUE	3216	64.32	1.608	07:43:06	9.6
user_80	25	FRI	2930	58.6	1.465	07:01:55	2.2
user_82	26	SAT	17644	352.88	8.822	18:20:44	1.4
user_89	29	TUE	6633	132.66	3.3165	15:55:09	5.4
user_40	26	SAT	3124	62.48	1.562	07:29:51	9.7
user_39	28	MON	19482	389.64	9.741	22:45:24	4.6
user_93	21	MON	10741	214.82	5.3705	01:46:42	2.3
user_45	24	THR	6055	121.1	3.0275	14:31:55	8.6
user_23	26	SAT	8840	176.8	4.42	21:12:58	1.9
user_10	21	MON	16388	327.76	8.194	15:19:52	1.6
user_55	28	MON	5405	108.1	2.7025	12:58:19	3.8
user_61	31	THR	19253	385.06	9.6265	22:12:26	8
user_81	27	SUN	2188	43.76	1.094	05:15:04	6.3
user_32	23	WEN	7730	154.6	3.865	18:33:07	5.4
user_19	24	THR	3337	66.74	1.6685	08:00:32	8.3
user_48	21	MON	13804	276.08	6.902	09:07:47	4.1
user_57	28	MON	6599	131.98	3.2995	15:50:15	4.2
user_71	27	SUN	7497	149.94	3.7485	17:59:34	5.3
user_13	21	MON	16905	338.1	8.4525	16:34:19	7
user_37	21	MON	5220	104.4	2.61	12:31:41	8
user_73	27	SUN	18489	369.78	9.2445	20:22:25	2.8
user_88	22	TUE	7210	144.2	3.605	17:18:14	0.6
user_49	25	FRI	10746	214.92	5.373	01:47:25	0.9
user_29	21	MON	784	15.68	0.392	01:52:54	0.9
user_74	27	SUN	19429	388.58	9.7145	22:37:47	5.6
user_22	29	TUE	17104	342.08	8.552	17:02:59	9.7
user_34	22	TUE	3802	76.04	1.901	09:07:29	3
user_2	23	WEN	15480	309.6	7.74	13:09:07	0.7
user_97	26	SAT	2540	50.8	1.27	06:05:46	3.7
user_82	27	SUN	7618	152.36	3.809	18:17:00	0.6
user_30	29	TUE	11227	224.54	5.6135	02:56:41	2.7
user_50	28	MON	12247	244.94	6.1235	05:23:34	9.9
user_49	25	FRI	1362	27.24	0.681	03:16:08	4.6
user_81	21	MON	18938	378.76	9.469	21:27:04	7.5
user_19	31	THR	19321	386.42	9.6605	22:22:13	1.8
user_55	26	SAT	16082	321.64	8.041	14:35:48	4.4
user_53	24	THR	4539	90.78	2.2695	10:53:37	0.3
user_17	25	FRI	13812	276.24	6.906	09:08:56	1.3
user_51	23	WEN	15158	303.16	7.579	12:22:45	0.5
user_61	27	SUN	16294	325.88	8.147	15:06:20	8.2
user_15	25	FRI	11388	227.76	5.694	03:19:52	2.8
user_45	22	TUE	5478	109.56	2.739	13:08:50	0.7
user_88	31	THR	16159	323.18	8.0795	14:46:54	0.2
user_73	26	SAT	1906	38.12	0.953	04:34:28	5
user_6	23	WEN	19610	392.2	9.805	23:03:50	8.9
user_94	22	TUE	794	15.88	0.397	01:54:20	0.7
user_84	28	MON	18682	373.64	9.341	20:50:12	4.4
user_78	31	THR	10923	218.46	5.4615	02:12:55	6.8
user_80	26	SAT	17250	345	8.625	17:24:00	7.3
user_80	27	SUN	17699	353.98	8.8495	18:28:39	0.4
user_12	29	TUE	2017	40.34	1.0085	04:50:27	6.5
user_60	29	TUE	15025	300.5	7.5125	12:03:36	6.3
user_71	26	SAT	9040	180.8	4.52	21:41:46	9
user_46	22	TUE	7382	147.64	3.691	17:43:00	4.2
user_3	21	MON	4387	87.74	2.1935	10:31:44	4.3
user_44	28	MON	19237	384.74	9.6185	22:10:08	1.8
user_41	22	TUE	18459	369.18	9.2295	20:18:06	1.9
user_49	30	WEN	19757	395.14	9.8785	23:25:00	3.6
user_99	28	MON	7953	159.06	3.9765	19:05:14	8.2
user_56	28	MON	6846	136.92	3.423	16:25:49	2.8
user_9	26	SAT	16390	327.8	8.195	15:20:10	2.5
user_30	29	TUE	18674	373.48	9.337	20:49:03	1.8
user_89	22	TUE	1871	37.42	0.9355	04:29:25	4.3
user_42	31	THR	18594	371.88	9.297	20:37:32	5.9
user_54	21	MON	11279	225.58	5.6395	03:04:11	0.2
user_25	30	WEN	11722	234.44	5.861	04:07:58	1.9
user_16	25	FRI	17527	350.54	8.7635	18:03:53	5.4
user_24	23	WEN	5610	112.2	2.805	13:27:50	8.4
user_93	25	FRI	342	6.84	0.171	00:49:15	9.1
user_42	21	MON	6101	122.02	3.0505	14:38:33	2.1
user_100	25	FRI	7585	151.7	3.7925	18:12:14	2.3
user_12	22	TUE	7369	147.38	3.6845	17:41:08	7.8
user_77	21	MON	6349	126.98	3.1745	15:14:15	2.3
user_66	26	SAT	4362	87.24	2.181	10:28:08	2.9
user_95	31	THR	11398	227.96	5.699	03:21:19	4.8
user_72	22	TUE	7763	155.26	3.8815	18:37:52	9.3
user_24	31	THR	19576	391.52	9.788	22:58:57	3.4
user_30	25	FRI	18367	367.34	9.1835	20:04:51	3.7
user_18	26	SAT	18996	379.92	9.498	21:35:25	0.2
user_9	24	THR	8007	160.14	4.0035	19:13:00	2
user_34	25	FRI	9771	195.42	4.8855	23:27:01	1.3
user_79	25	FRI	4242	84.84	2.121	10:10:51	5.3
user_70	27	SUN	10088	201.76	5.044	00:12:40	0.8
user_72	28	MON	1921	38.42	0.9605	04:36:37	7.4
user_45	23	WEN	1929	38.58	0.9645	04:37:47	7.8
user_97	30	WEN	6912	138.24	3.456	16:35:20	6.3
user_6	21	MON	14425	288.5	7.2125	10:37:12	6.1
user_30	31	THR	6684	133.68	3.342	16:02:30	3
user_4	25	FRI	5728	114.56	2.864	13:44:50	7.1
user_61	27	SUN	3650	73	1.825	08:45:36	3.5
user_22	31	THR	13001	260.02	6.5005	07:12:09	8.4
user_58	27	SUN	14089	281.78	7.0445	09:48:49	9.1
user_78	25	FRI	1457	29.14	0.7285	03:29:48	1.4
user_95	21	MON	12893	257.86	6.4465	06:56:36	2.8
user_16	27	SUN	13449	268.98	6.7245	08:16:39	2.6
user_67	27	SUN	12278	245.56	6.139	05:28:02	4.6
user_36	24	THR	12332	246.64	6.166	05:35:48	3
user_10	21	MON	1379	27.58	0.6895	03:18:35	1.6
user_10	23	WEN	15785	315.7	7.8925	13:53:02	0.5
user_78	24	THR	12363	247.26	6.1815	05:40:16	7
user_79	25	FRI	11848	236.96	5.924	04:26:07	7
user_77	31	THR	6995	139.9	3.4975	16:47:17	5.3
user_91	26	SAT	6819	136.38	3.4095	16:21:56	5.1
user_100	24	THR	13463	269.26	6.7315	08:18:40	4.1
user_30	27	SUN	14135	282.7	7.0675	09:55:26	9.3
user_2	24	THR	15825	316.5	7.9125	13:58:48	3.7
user_14	27	SUN	19280	385.6	9.64	22:16:19	3.4
user_43	29	TUE	2574	51.48	1.287	06:10:39	3.2
user_4	29	TUE	9340	186.8	4.67	22:24:58	4.8
user_68	25	FRI	4953	99.06	2.4765	11:53:14	1.3
user_4	24	THR	13670	273.4	6.835	08:48:29	5.3
user_22	30	WEN	13895	277.9	6.9475	09:20:53	9.3
user_77	24	THR	2739	54.78	1.3695	06:34:25	3.1
user_58	21	MON	6812	136.24	3.406	16:20:56	5.6
user_33	29	TUE	7064	141.28	3.532	16:57:13	1.2
user_19	23	WEN	17867	357.34	8.9335	18:52:51	5.1
user_76	24	THR	7288	145.76	3.644	17:29:28	5.1
user_62	28	MON	14425	288.5	7.2125	10:37:12	9.7
user_67	21	MON	17261	345.22	8.6305	17:25:35	6.4
user_53	23	WEN	15105	302.1	7.5525	12:15:07	0.2
user_64	22	TUE	12428	248.56	6.214	05:49:38	3.7
user_62	28	MON	12469	249.38	6.2345	05:55:32	8.6
user_62	25	FRI	19037	380.74	9.5185	21:41:20	9.7
user_39	26	SAT	8259	165.18	4.1295	19:49:18	0.5
user_36	24	THR	14856	297.12	7.428	11:39:16	1.2
user_2	23	WEN	18458	369.16	9.229	20:17:57	9.6
user_69	23	WEN	14762	295.24	7.381	11:25:44	6.7
user_34	31	THR	5140	102.8	2.57	12:20:10	9.1
user_67	23	WEN	18368	367.36	9.184	20:05:00	5.3
user_75	25	FRI	19196	383.92	9.598	22:04:13	8
user_19	23	WEN	5827	116.54	2.9135	13:59:05	9
user_93	23	WEN	4132	82.64	2.066	09:55:00	6.4
user_84	30	WEN	10345	206.9	5.1725	00:49:41	2.3
user_84	27	SUN	4244	84.88	2.122	10:11:08	2.2
user_91	29	TUE	19102	382.04	9.551	21:50:41	3.7
user_16	23	WEN	17618	352.36	8.809	18:17:00	4.9
user_59	31	THR	17181	343.62	8.5905	17:14:04	4.2
user_16	25	FRI	3382	67.64	1.691	08:07:00	4.3
user_6	26	SAT	13680	273.6	6.84	08:49:55	8
user_49	26	SAT	2662	53.24	1.331	06:23:20	2.8
user_56	21	MON	1014	20.28	0.507	02:26:01	2.9
user_58	28	MON	14994	299.88	7.497	11:59:08	9.9
user_97	27	SUN	3232	64.64	1.616	07:45:24	9.3
user_43	26	SAT	4607	92.14	2.3035	11:03:24	5
user_42	26	SAT	2016	40.32	1.008	04:50:18	9.5
user_47	23	WEN	12215	244.3	6.1075	05:18:58	6
user_90	29	TUE	14442	288.84	7.221	10:39:39	3.5
user_9	27	SUN	3174	63.48	1.587	07:37:03	5.5
user_58	21	MON	8379	167.58	4.1895	20:06:35	6
user_4	28	MON	2598	51.96	1.299	06:14:07	9
user_56	24	THR	6035	120.7	3.0175	14:29:02	6.7
user_25	29	TUE	10539	210.78	5.2695	01:17:37	2.4
user_55	30	WEN	16985	339.7	8.4925	16:45:50	8.3
user_81	31	THR	18530	370.6	9.265	20:28:19	6.9
user_91	21	MON	2435	48.7	1.2175	05:50:38	4
user_41	24	THR	11556	231.12	5.778	03:44:04	4.4
user_75	28	MON	9586	191.72	4.793	23:00:23	0.8
user_100	28	MON	10555	211.1	5.2775	01:19:55	7.7
user_56	31	THR	6732	134.64	3.366	16:09:24	5.2
user_93	27	SUN	16265	325.3	8.1325	15:02:10	2.8
user_61	22	TUE	4618	92.36	2.309	11:05:00	6.9
user_100	31	THR	12818	256.36	6.409	06:45:48	9.4
user_91	27	SUN	8352	167.04	4.176	20:02:41	4
user_31	25	FRI	2941	58.82	1.4705	07:03:30	5.4
user_71	23	WEN	4806	96.12	2.403	11:32:04	8.3
user_99	24	THR	12849	256.98	6.4245	06:50:15	1.6
user_38	21	MON	18500	370	9.25	20:24:00	3.8
user_56	30	WEN	11045	220.9	5.5225	02:30:29	1.1
user_36	24	THR	6655	133.1	3.3275	15:58:19	9.3
user_10	24	THR	16243	324.86	8.1215	14:59:00	3.6
user_48	23	WEN	19383	387.66	9.6915	22:31:09	7.4
user_63	30	WEN	10055	201.1	5.0275	00:07:55	10
user_70	25	FRI	296	5.92	0.148	00:42:37	4.9
user_99	30	WEN	4569	91.38	2.2845	10:57:56	8.5
user_97	23	WEN	16463	329.26	8.2315	15:30:40	4.2
user_75	23	WEN	19583	391.66	9.7915	22:59:57	9.6
user_74	24	THR	3109	62.18	1.5545	07:27:42	5.1
user_59	26	SAT	7067	141.34	3.5335	16:57:39	3
user_81	31	THR	9723	194.46	4.8615	23:20:07	7.8
user_93	26	SAT	624	12.48	0.312	01:29:51	1.1
user_33	29	TUE	4540	90.8	2.27	10:53:46	8.1
user_13	22	TUE	16481	329.62	8.2405	15:33:16	2.2
user_88	30	WEN	19905	398.1	9.9525	23:46:19	4.4
user_98	22	TUE	14325	286.5	7.1625	10:22:48	6.9
user_52	21	MON	10986	219.72	5.493	02:21:59	0.8
user_30	24	THR	18394	367.88	9.197	20:08:44	8.7
user_40	26	SAT	18679	373.58	9.3395	20:49:47	3.6
user_37	28	MON	8962	179.24	4.481	21:30:32	7.8
user_47	31	THR	18928	378.56	9.464	21:25:38	4.3
user_89	25	FRI	13692	273.84	6.846	08:51:39	2.7
user_82	30	WEN	11194	223.88	5.597	02:51:56	6.5
user_67	25	FRI	15825	316.5	7.9125	13:58:48	6.2
user_100	30	WEN	18177	363.54	9.0885	19:37:29	7.2
user_59	24	THR	11331	226.62	5.6655	03:11:40	0.7
user_6	31	THR	2071	41.42	1.0355	04:58:13	2.6
user_18	26	SAT	1338	26.76	0.669	03:12:40	3.8
user_65	26	SAT	2096	41.92	1.048	05:01:49	6.3
user_77	28	MON	17349	346.98	8.6745	17:38:15	9.3
user_67	22	TUE	11677	233.54	5.8385	04:01:29	6.9
user_11	23	WEN	7700	154	3.85	18:28:48	2.2
user_35	29	TUE	1807	36.14	0.9035	04:20:12	2.2
user_16	25	FRI	3652	73.04	1.826	08:45:53	4.3
user_2	23	WEN	16346	326.92	8.173	15:13:49	7.4
user_88	22	TUE	1900	38	0.95	04:33:36	6.1
user_78	30	WEN	6829	136.58	3.4145	16:23:23	7.7
user_46	23	WEN	2213	44.26	1.1065	05:18:40	0.8
user_60	24	THR	17655	353.1	8.8275	18:22:19	7.5
user_84	29	TUE	4526	90.52	2.263	10:51:45	4.4
user_22	24	THR	12700	254	6.35	06:28:48	1.2
user_27	22	TUE	5958	119.16	2.979	14:17:57	0.1
user_34	27	SUN	11888	237.76	5.944	04:31:52	4.1
user_56	21	MON	9136	182.72	4.568	21:55:35	7
user_1	01	TUE	6065	121.3	3.0325	05:12:00	7.3
user_1	02	WEN	18003	360.06	9.0015	00:14:24	8.2
user_1	03	THR	8501	170.02	4.2505	08:04:48	1.3
user_1	04	FRI	19113	382.26	9.5565	17:02:24	6.7
user_1	05	SAT	9821	196.42	4.9105	17:40:48	6.1
user_1	06	SUN	12878	257.56	6.439	22:14:24	9.6
user_1	07	MON	8970	179.4	4.485	21:36:00	5.5
user_1	08	TUE	17325	346.5	8.6625	18:00:00	8.5
user_1	09	WEN	11945	238.9	5.9725	19:36:00	0.4
user_1	10	THR	10360	207.2	5.18	12:48:00	4.7
user_1	11	FRI	9085	181.7	4.5425	06:48:00	2.5
user_1	12	SAT	19849	396.98	9.9245	03:55:12	3.6
user_1	13	SUN	5624	112.48	2.812	17:55:12	7.2
user_1	14	MON	9915	198.3	4.9575	01:12:00	7.6
user_1	15	TUE	13991	279.82	6.9955	15:16:48	7.5
user_1	16	WEN	2214	44.28	1.107	09:07:12	6.9
user_1	17	THR	8295	165.9	4.1475	15:36:00	1.5
user_1	18	FRI	11426	228.52	5.713	02:04:48	4.7
user_1	19	SAT	13603	272.06	6.8015	08:14:24	2.5
user_1	20	SUN	12456	249.12	6.228	12:28:48	7.6
user_1	21	MON	11317	226.34	5.6585	17:21:36	7.2
user_1	22	TUE	7967	159.34	3.9835	13:21:36	6.6
user_1	23	WEN	18810	376.2	9.405	16:48:00	8.2
user_1	24	THR	731	14.62	0.3655	10:28:48	1.2
user_1	25	FRI	6215	124.3	3.1075	17:12:00	9.3
user_1	26	SAT	19815	396.3	9.9075	01:12:00	8.6
user_1	27	SUN	3221	64.42	1.6105	17:40:48	2.8
user_1	28	MON	3621	72.42	1.8105	01:40:48	5
user_1	29	TUE	6061	121.22	3.0305	04:52:48	5.2
user_1	30	WEN	7924	158.48	3.962	09:55:12	4.6
user_1	31	THR	8054	161.08	4.027	20:19:12	1.9
