서울역(150),2017-04-21,승차,443 ,589 ,1546 ,2660 ,2130 ,2152 ,2637 ,2754 ,3164 ,2920 ,3592 ,4130 ,5615 ,9878 ,5643 ,3704 ,3842 ,3216 ,1520 ,252 ,2 
서울역(150),2017-04-21,하차,334 ,1971 ,4732 ,10093 ,5736 ,2747 ,2461 ,2600 ,2635 ,2833 ,2916 ,3112 ,3628 ,4452 ,3907 ,2102 ,1927 ,1636 ,983 ,381 ,46 
서울역(150),2017-04-22,승차,439 ,515 ,714 ,1597 ,2130 ,2530 ,3349 ,3861 ,4286 ,4517 ,7705 ,4984 ,4281 ,3466 ,2975 ,2674 ,2723 ,2198 ,927 ,47 ,0 
서울역(150),2017-04-22,하차,388 ,2563 ,2210 ,2618 ,3664 ,2821 ,3278 ,4442 ,5958 ,4432 ,3999 ,3463 ,3608 ,2984 ,2577 ,2077 ,1901 ,1445 ,957 ,302 ,0 
서울역(150),2017-04-23,승차,355 ,321 ,484 ,1002 ,1446 ,1996 ,2521 ,2712 ,2564 ,2112 ,3008 ,3005 ,3551 ,2910 ,2767 ,2379 ,2602 ,1967 ,481 ,29 ,0 
서울역(150),2017-04-23,하차,168 ,1226 ,1111 ,1430 ,1796 ,1961 ,1813 ,2320 ,2472 ,2542 ,2735 ,2549 ,2978 ,2491 ,2562 ,1808 ,1692 ,1026 ,491 ,113 ,0 
서울역(150),2017-04-24,승차,515 ,607 ,1963 ,3030 ,2020 ,2031 ,2549 ,2850 ,2687 ,2356 ,2846 ,3116 ,4429 ,8979 ,5199 ,3278 ,3245 ,1992 ,952 ,139 ,0 
서울역(150),2017-04-24,하차,371 ,2713 ,5369 ,10234 ,5362 ,2503 ,2299 ,2624 ,2294 ,2358 ,2334 ,2375 ,2783 ,2914 ,2322 ,1668 ,1408 ,1088 ,596 ,248 ,5 
서울역(150),2017-04-25,승차,420 ,541 ,1661 ,2722 ,1914 ,1957 ,2411 ,2745 ,2768 ,2446 ,2814 ,3118 ,4345 ,8911 ,5067 ,3117 ,3017 ,2044 ,913 ,121 ,0 
서울역(150),2017-04-25,하차,303 ,2093 ,4844 ,10513 ,5173 ,2684 ,2325 ,2471 ,2248 ,2285 ,2391 ,2394 ,2489 ,3087 ,2237 ,1611 ,1369 ,1282 ,631 ,254 ,14 
서울역(150),2017-04-26,승차,428 ,565 ,1614 ,2802 ,1914 ,1928 ,2453 ,2959 ,2597 ,2569 ,3119 ,3315 ,4792 ,9180 ,4947 ,3062 ,3089 ,2020 ,940 ,146 ,0 
서울역(150),2017-04-26,하차,294 ,2058 ,4916 ,10400 ,5533 ,2460 ,2523 ,2333 ,2477 ,2477 ,2408 ,2509 ,2695 ,3322 ,2281 ,1642 ,1472 ,1356 ,717 ,280 ,24 
서울역(150),2017-04-27,승차,443 ,564 ,1627 ,2866 ,1949 ,1966 ,2523 ,2717 ,2843 ,2352 ,3286 ,3313 ,4640 ,8635 ,5328 ,3322 ,3477 ,2385 ,1112 ,171 ,0 
서울역(150),2017-04-27,하차,287 ,2203 ,4693 ,10348 ,5701 ,2618 ,2529 ,2416 ,2520 ,2144 ,2585 ,2370 ,2901 ,3210 ,2468 ,1690 ,1552 ,1489 ,848 ,309 ,26 
서울역(150),2017-04-28,승차,448 ,577 ,1608 ,2590 ,2110 ,1984 ,2612 ,3044 ,3101 ,2714 ,3684 ,4267 ,5416 ,9492 ,6021 ,4011 ,3681 ,3254 ,1382 ,327 ,0 
서울역(150),2017-04-28,하차,309 ,2029 ,4639 ,9885 ,5736 ,2776 ,2535 ,2742 ,2782 ,2754 ,2934 ,3173 ,3477 ,4580 ,3939 ,2323 ,2159 ,1798 ,971 ,463 ,44 
서울역(150),2017-04-29,승차,517 ,575 ,647 ,1625 ,2293 ,2446 ,3416 ,3742 ,3669 ,3380 ,4030 ,3927 ,3786 ,3795 ,3008 ,2511 ,2841 ,2155 ,888 ,33 ,0 
서울역(150),2017-04-29,하차,458 ,2502 ,2249 ,2609 ,3640 ,3128 ,2983 ,3849 ,3364 ,3560 ,3390 ,3332 ,3541 ,3062 ,2769 ,2306 ,2712 ,1956 ,1019 ,240 ,0 
서울역(150),2017-04-30,승차,341 ,395 ,523 ,973 ,1461 ,1930 ,2607 ,2671 ,2515 ,2439 ,2899 ,3298 ,3216 ,3061 ,2613 ,2523 ,2820 ,1988 ,733 ,24 ,0 
서울역(150),2017-04-30,하차,200 ,1407 ,1404 ,1549 ,2301 ,2168 ,2005 ,2617 ,2351 ,2805 ,2759 ,2907 ,2801 ,2634 ,2318 ,1839 ,1725 ,1236 ,720 ,165 ,0 
시청(151),2017-04-01,승차,71 ,122 ,181 ,239 ,367 ,484 ,640 ,913 ,1186 ,1712 ,4104 ,2948 ,2800 ,4084 ,4260 ,2222 ,1613 ,874 ,281 ,8 ,0 
시청(151),2017-04-01,하차,102 ,1047 ,674 ,1108 ,1387 ,1404 ,2079 ,2232 ,4675 ,5320 ,3247 ,1780 ,1426 ,1072 ,650 ,366 ,305 ,292 ,164 ,60 ,0 
시청(151),2017-04-02,승차,92 ,104 ,144 ,191 ,338 ,312 ,427 ,534 ,672 ,791 ,1110 ,1201 ,1325 ,1263 ,992 ,996 ,912 ,628 ,233 ,6 ,0 
시청(151),2017-04-02,하차,52 ,563 ,396 ,824 ,909 ,939 ,967 ,1131 ,956 ,1137 ,770 ,668 ,593 ,446 ,282 ,288 ,205 ,167 ,121 ,41 ,0 
시청(151),2017-04-03,승차,82 ,148 ,288 ,401 ,473 ,628 ,801 ,803 ,990 ,1119 ,1421 ,1552 ,2354 ,5692 ,3285 ,2326 ,2371 ,1536 ,488 ,40 ,0 
시청(151),2017-04-03,하차,219 ,937 ,3671 ,8273 ,3011 ,1556 ,1243 ,1119 ,1242 ,948 ,915 ,831 ,839 ,894 ,532 ,317 ,309 ,195 ,138 ,33 ,5 
시청(151),2017-04-04,승차,100 ,131 ,358 ,420 ,483 ,602 ,916 ,890 ,1103 ,1373 ,1573 ,1972 ,2365 ,5712 ,3175 ,2179 ,2579 ,1594 ,607 ,47 ,0 
시청(151),2017-04-04,하차,242 ,991 ,3619 ,8394 ,3303 ,1720 ,1374 ,1268 ,1368 ,1096 ,949 ,837 ,827 ,1112 ,560 ,322 ,285 ,260 ,159 ,26 ,0 
시청(151),2017-04-05,승차,80 ,139 ,343 ,432 ,513 ,625 ,922 ,927 ,1088 ,1237 ,1644 ,1967 ,2702 ,6448 ,3093 ,2104 ,2249 ,1522 ,536 ,55 ,1 
시청(151),2017-04-05,하차,189 ,881 ,3226 ,8295 ,3589 ,1587 ,1355 ,1149 ,1280 ,1238 ,1032 ,779 ,835 ,1061 ,605 ,297 ,285 ,203 ,141 ,34 ,3 
시청(151),2017-04-06,승차,74 ,125 ,335 ,362 ,502 ,603 ,854 ,906 ,1064 ,1204 ,1572 ,1802 ,2397 ,5709 ,3024 ,2375 ,2478 ,1688 ,651 ,55 ,0 
시청(151),2017-04-06,하차,188 ,920 ,3304 ,8336 ,3462 ,1655 ,1368 ,1155 ,1272 ,1083 ,1002 ,869 ,915 ,1080 ,641 ,281 ,302 ,206 ,165 ,52 ,0 
시청(151),2017-04-07,승차,83 ,131 ,348 ,379 ,512 ,698 ,842 ,895 ,1060 ,1340 ,1870 ,2114 ,2819 ,6107 ,3084 ,2065 ,2198 ,1481 ,656 ,49 ,0 
시청(151),2017-04-07,하차,199 ,920 ,3162 ,8122 ,3135 ,1673 ,1520 ,1371 ,1522 ,1306 ,1133 ,972 ,983 ,1237 ,869 ,381 ,392 ,372 ,219 ,69 ,0 
시청(151),2017-04-08,승차,89 ,140 ,183 ,282 ,412 ,436 ,676 ,860 ,1115 ,1593 ,2381 ,3400 ,3096 ,3860 ,3796 ,1831 ,1524 ,1033 ,285 ,8 ,0 
시청(151),2017-04-08,하차,104 ,1258 ,692 ,1329 ,1674 ,1372 ,1869 ,2098 ,3917 ,4700 ,2727 ,1795 ,1448 ,938 ,577 ,290 ,330 ,240 ,200 ,70 ,0 
시청(151),2017-04-09,승차,113 ,94 ,137 ,187 ,311 ,408 ,380 ,496 ,729 ,862 ,1000 ,1187 ,1310 ,1262 ,1176 ,1014 ,951 ,537 ,345 ,10 ,0 
시청(151),2017-04-09,하차,54 ,688 ,522 ,791 ,964 ,1030 ,965 ,1060 ,1067 ,990 ,874 ,639 ,538 ,445 ,318 ,266 ,246 ,178 ,93 ,57 ,0 
시청(151),2017-04-10,승차,76 ,151 ,343 ,382 ,464 ,562 ,802 ,789 ,1046 ,1174 ,1508 ,1704 ,2479 ,5736 ,3157 ,2333 ,2412 ,1576 ,557 ,31 ,0 
시청(151),2017-04-10,하차,204 ,942 ,3663 ,8190 ,3044 ,1608 ,1355 ,1200 ,1330 ,942 ,959 ,772 ,842 ,957 ,564 ,293 ,295 ,212 ,132 ,42 ,0 
시청(151),2017-04-11,승차,81 ,152 ,322 ,419 ,512 ,579 ,853 ,866 ,1160 ,1341 ,1511 ,1858 ,2559 ,5790 ,3161 ,2269 ,2574 ,1634 ,572 ,45 ,0 
시청(151),2017-04-11,하차,194 ,901 ,3653 ,8186 ,3374 ,1596 ,1359 ,1238 ,1276 ,1109 ,1040 ,872 ,873 ,1084 ,659 ,358 ,294 ,242 ,164 ,38 ,2 
시청(151),2017-04-12,승차,76 ,157 ,301 ,437 ,516 ,660 ,872 ,851 ,1285 ,1292 ,1576 ,1923 ,2786 ,6296 ,3035 ,2076 ,2308 ,1512 ,570 ,29 ,0 
시청(151),2017-04-12,하차,184 ,891 ,3539 ,8261 ,3367 ,1680 ,1359 ,1331 ,1320 ,1045 ,1007 ,896 ,944 ,1058 ,668 ,322 ,248 ,249 ,120 ,35 ,1 
시청(151),2017-04-13,승차,90 ,136 ,335 ,456 ,553 ,592 ,901 ,857 ,1218 ,1348 ,1593 ,1921 ,2460 ,5802 ,3073 ,2164 ,2590 ,1787 ,683 ,38 ,0 
시청(151),2017-04-13,하차,206 ,926 ,3524 ,8161 ,3275 ,1660 ,1451 ,1249 ,1511 ,1096 ,988 ,937 ,896 ,1133 ,655 ,337 ,305 ,231 ,141 ,50 ,0 
시청(151),2017-04-14,승차,74 ,148 ,290 ,441 ,515 ,729 ,904 ,1039 ,1357 ,1460 ,1695 ,1846 ,2622 ,6170 ,2952 ,1984 ,2119 ,1500 ,620 ,49 ,0 
시청(151),2017-04-14,하차,191 ,853 ,3185 ,7754 ,3337 ,1653 ,1427 ,1290 ,1316 ,1099 ,997 ,877 ,987 ,1158 ,823 ,377 ,368 ,277 ,210 ,69 ,1 
시청(151),2017-04-15,승차,78 ,122 ,182 ,277 ,449 ,461 ,731 ,904 ,1165 ,1707 ,2486 ,3362 ,3404 ,4359 ,1811 ,1958 ,1933 ,1486 ,515 ,17 ,0 
시청(151),2017-04-15,하차,75 ,923 ,677 ,1157 ,1452 ,1539 ,1945 ,2168 ,4047 ,4836 ,2636 ,2031 ,2058 ,1299 ,747 ,416 ,294 ,241 ,167 ,49 ,0 
시청(151),2017-04-16,승차,61 ,94 ,126 ,210 ,325 ,363 ,488 ,615 ,819 ,917 ,1154 ,1257 ,1284 ,1284 ,1069 ,899 ,941 ,661 ,500 ,14 ,0 
시청(151),2017-04-16,하차,50 ,404 ,787 ,1023 ,903 ,1103 ,1093 ,1138 ,1139 ,943 ,660 ,584 ,656 ,389 ,343 ,221 ,238 ,181 ,124 ,34 ,0 
시청(151),2017-04-17,승차,73 ,172 ,322 ,357 ,542 ,581 ,794 ,886 ,1006 ,1202 ,1448 ,1735 ,2185 ,5870 ,3193 ,2203 ,2310 ,1559 ,523 ,29 ,0 
시청(151),2017-04-17,하차,198 ,886 ,3764 ,7868 ,3049 ,1538 ,1305 ,1063 ,1176 ,961 ,776 ,838 ,1009 ,920 ,549 ,300 ,255 ,216 ,101 ,31 ,0 
시청(151),2017-04-18,승차,76 ,154 ,348 ,369 ,540 ,634 ,860 ,995 ,1268 ,1297 ,1678 ,1966 ,2323 ,5657 ,3050 ,2332 ,2563 ,1712 ,652 ,38 ,0 
시청(151),2017-04-18,하차,175 ,899 ,3643 ,8476 ,3385 ,1648 ,1443 ,1209 ,1361 ,1170 ,851 ,834 ,857 ,1108 ,572 ,277 ,276 ,195 ,126 ,29 ,0 
시청(151),2017-04-19,승차,78 ,131 ,310 ,426 ,535 ,628 ,774 ,858 ,1031 ,1355 ,1664 ,1893 ,2648 ,6168 ,3079 ,2178 ,2344 ,1515 ,603 ,41 ,0 
시청(151),2017-04-19,하차,178 ,929 ,3648 ,8196 ,3282 ,1705 ,1520 ,1190 ,1512 ,1182 ,1001 ,910 ,824 ,1158 ,688 ,275 ,236 ,200 ,167 ,44 ,0 
시청(151),2017-04-20,승차,94 ,151 ,292 ,396 ,492 ,608 ,794 ,896 ,1253 ,1187 ,1586 ,1939 ,2698 ,5952 ,3049 ,2255 ,2684 ,1644 ,590 ,53 ,0 
시청(151),2017-04-20,하차,176 ,932 ,3419 ,8341 ,3247 ,1685 ,1420 ,1187 ,1248 ,1466 ,951 ,859 ,877 ,1148 ,656 ,297 ,251 ,202 ,144 ,60 ,0 
시청(151),2017-04-21,승차,83 ,145 ,287 ,366 ,535 ,649 ,850 ,895 ,1142 ,1382 ,1903 ,2179 ,2850 ,6275 ,3125 ,1985 ,2117 ,1477 ,672 ,34 ,0 
시청(151),2017-04-21,하차,195 ,859 ,3252 ,8189 ,3426 ,1726 ,1402 ,1293 ,1410 ,1234 ,1191 ,1014 ,1025 ,1194 ,745 ,355 ,332 ,332 ,191 ,62 ,10 
시청(151),2017-04-22,승차,80 ,123 ,164 ,281 ,361 ,430 ,663 ,961 ,1264 ,2010 ,2724 ,3872 ,2264 ,1990 ,1536 ,1408 ,1342 ,862 ,245 ,21 ,0 
시청(151),2017-04-22,하차,76 ,923 ,752 ,1120 ,1575 ,1272 ,2250 ,2246 ,3381 ,4063 ,2956 ,1433 ,1214 ,741 ,495 ,320 ,221 ,258 ,113 ,70 ,0 
시청(151),2017-04-23,승차,58 ,107 ,142 ,206 ,266 ,268 ,373 ,589 ,917 ,1178 ,1435 ,1472 ,1510 ,1265 ,1054 ,885 ,839 ,527 ,149 ,4 ,0 
시청(151),2017-04-23,하차,43 ,338 ,496 ,742 ,963 ,1258 ,1592 ,1554 ,1406 ,1015 ,889 ,662 ,494 ,437 ,259 ,217 ,202 ,111 ,59 ,10 ,0 
시청(151),2017-04-24,승차,82 ,133 ,291 ,396 ,447 ,662 ,777 ,820 ,965 ,1189 ,1646 ,1641 ,2433 ,5615 ,3248 ,2254 ,2322 ,1414 ,536 ,30 ,0 
시청(151),2017-04-24,하차,193 ,899 ,3909 ,8133 ,3042 ,1384 ,1304 ,1187 ,1359 ,1064 ,828 ,836 ,792 ,853 ,512 ,260 ,215 ,166 ,92 ,25 ,0 
시청(151),2017-04-25,승차,72 ,148 ,304 ,372 ,500 ,644 ,1249 ,859 ,1043 ,1296 ,1560 ,1884 ,2535 ,5773 ,2999 ,2266 ,2431 ,1559 ,562 ,34 ,0 
시청(151),2017-04-25,하차,192 ,911 ,3516 ,8313 ,3664 ,1695 ,1426 ,1248 ,1426 ,1092 ,917 ,843 ,789 ,966 ,569 ,259 ,212 ,171 ,105 ,18 ,1 
시청(151),2017-04-26,승차,65 ,153 ,281 ,400 ,517 ,641 ,918 ,1074 ,1156 ,1271 ,1574 ,1838 ,2680 ,6109 ,3004 ,2092 ,2302 ,1480 ,554 ,39 ,0 
시청(151),2017-04-26,하차,194 ,853 ,3469 ,8326 ,3440 ,1834 ,1470 ,1236 ,1158 ,1260 ,963 ,903 ,885 ,1067 ,621 ,317 ,233 ,209 ,116 ,42 ,0 
시청(151),2017-04-27,승차,88 ,138 ,287 ,404 ,467 ,625 ,994 ,970 ,1121 ,1297 ,1523 ,1908 ,2446 ,5511 ,2922 ,2346 ,2603 ,1834 ,697 ,56 ,0 
시청(151),2017-04-27,하차,193 ,934 ,3660 ,8172 ,3719 ,1672 ,1515 ,1259 ,1339 ,1282 ,946 ,826 ,930 ,1213 ,620 ,308 ,277 ,221 ,123 ,44 ,0 
시청(151),2017-04-28,승차,72 ,127 ,297 ,415 ,499 ,647 ,1018 ,1081 ,1149 ,1380 ,1825 ,2052 ,2705 ,5954 ,3305 ,2136 ,2173 ,1597 ,691 ,70 ,0 
시청(151),2017-04-28,하차,193 ,961 ,3201 ,8328 ,4036 ,1903 ,1541 ,1438 ,1471 ,1192 ,1001 ,1106 ,992 ,1247 ,829 ,401 ,313 ,274 ,173 ,65 ,1 
시청(151),2017-04-29,승차,78 ,120 ,178 ,253 ,383 ,395 ,596 ,799 ,1023 ,1403 ,1929 ,2474 ,2122 ,1879 ,1578 ,1815 ,1849 ,1319 ,417 ,7 ,0 
시청(151),2017-04-29,하차,94 ,1192 ,697 ,1105 ,1500 ,1438 ,1581 ,1787 ,2681 ,2927 ,1809 ,1352 ,1248 ,1046 ,664 ,491 ,416 ,244 ,157 ,57 ,0 
시청(151),2017-04-30,승차,59 ,99 ,109 ,195 ,244 ,332 ,413 ,566 ,639 ,734 ,1042 ,1310 ,1543 ,1263 ,1195 ,1370 ,1237 ,831 ,307 ,3 ,0 
시청(151),2017-04-30,하차,62 ,1031 ,770 ,767 ,891 ,1204 ,1087 ,1140 ,1264 ,1091 ,840 ,773 ,662 ,619 ,421 ,307 ,256 ,171 ,113 ,33 ,0 
종각(152),2017-04-01,승차,169 ,197 ,226 ,323 ,470 ,666 ,895 ,1482 ,1953 ,2232 ,3336 ,3579 ,4149 ,3936 ,3537 ,3367 ,3405 ,3204 ,1396 ,61 ,1 
종각(152),2017-04-01,하차,65 ,438 ,790 ,1612 ,2422 ,2279 ,2483 ,2672 ,3047 ,2657 ,2523 ,2719 ,2810 ,2808 ,1800 ,967 ,546 ,387 ,286 ,57 ,0 
종각(152),2017-04-02,승차,152 ,174 ,131 ,280 ,342 ,475 ,565 ,1021 ,1293 ,1522 ,1926 ,2258 ,2485 ,2624 ,2281 ,2268 ,2230 ,1518 ,522 ,21 ,0 
종각(152),2017-04-02,하차,46 ,253 ,447 ,1053 ,1409 ,1479 ,1458 ,1910 ,2085 ,1806 ,1453 ,1467 ,1408 ,1188 ,880 ,512 ,300 ,228 ,159 ,30 ,0 
종각(152),2017-04-03,승차,116 ,172 ,320 ,609 ,726 ,950 ,1317 ,1457 ,2105 ,2256 ,2667 ,2649 ,4024 ,9861 ,5752 ,4561 ,5214 ,3960 ,1467 ,135 ,0 
